,text,emotion_label,stress_label
23244,hari ini ga ada hal spesial padahal udah coba santai di rumah sama dia,neutral,0.27
23245,rasanya gugup terus hari ini tapi yaudahlah sama dia,anxious,0.95
23246,geram banget sama pelayanan tadi dari tadi kepikiran pas perjalanan sendiri,angry,0.86
23247,marah banget karena kerjaan berantakan dan kepikiran terus tadi pagi sendiri,angry,0.83
23248,kenapa sih harus bikin masalah terus banget waktu malam sama dia,angry,0.65
23249,hari ini produktif dan mood bagus sama temen kantor,happy,0.29
23250,khawatir sama kondisi sekarang dan kepikiran terus sama keluarga,anxious,0.95
23251,rasanya kosong aja hari ini sumpah di kantor sama keluarga,sad,0.61
23252,seneng banget hari ini ketemu temen lama agak random sih di rumah,happy,0.21
23253,seneng banget hari ini ketemu temen lama padahal udah coba santai di kantor sendiri,happy,0.16
23254,senyum sendiri pas inget kejadian tadi padahal udah coba santai bareng temen sendiri,happy,0.21
23255,kepikiran banyak hal sampai susah tidur hari ini waktu malam,anxious,0.82
23256,marah banget karena kerjaan berantakan dari tadi kepikiran waktu malam sendiri,angry,0.74
23257,geram banget sama pelayanan tadi serius pas perjalanan,angry,0.94
23258,akhirnya tugas selesai juga lega banget sih di kantor sama keluarga,happy,0.19
23259,anxious banget sebelum meeting tadi sumpah di rumah,anxious,0.98
23260,udah sabar tapi masih dibohongin dan kepikiran terus sama dia,angry,0.83
23261,kenapa sih harus bikin masalah terus jujur aja pas perjalanan sama dia,angry,0.95
23262,cemas mikirin masa depan hari ini bareng temen sama temen kantor,anxious,0.88
23263,ngerasa sendirian akhir akhir ini dari tadi kepikiran sama temen kantor,sad,0.84
23264,hari ini produktif dan mood bagus dan kepikiran terus tadi pagi sama temen kantor,happy,0.23
23265,kesel banget sama orang yang ga tepat waktu waktu malam sama keluarga,angry,0.67
23266,sekarang lagi nonton youtube tapi yaudahlah pas perjalanan sama keluarga,neutral,0.25
23267,lagi baca berita sambil santai sumpah waktu malam sama temen kantor,neutral,0.23
23268,emosi lihat komentar orang tadi banget asli di kampus sendiri,angry,0.74
23269,takut gagal di presentasi besok wkwk bareng temen,anxious,0.95
23270,geram banget sama pelayanan tadi wkwk tadi pagi,angry,0.8
23271,senyum sendiri pas inget kejadian tadi hari ini sama temen kantor,happy,0.26
23272,kehilangan semangat buat ngapa ngapain dan kepikiran terus tadi pagi sama temen kantor,sad,0.58
23273,kesal banget hari ini banget asli di kampus sama temen kantor,angry,0.79
23274,capek sama keadaan sekarang sumpah sendiri,sad,0.84
23275,hari ini produktif dan mood bagus tapi yaudahlah di kampus sama keluarga,happy,0.12
23276,akhirnya lolos interview kerja hari ini di kampus sama dia,happy,0.21
23277,kecewa banget sama hasilnya wkwk di rumah sama dia,sad,0.57
23278,besok ada jadwal meeting rutin dari tadi kepikiran waktu malam sama dia,neutral,0.23
23279,marah banget karena kerjaan berantakan serius di kampus sama dia,angry,0.93
23280,akhir akhir ini overthinking terus tapi yaudahlah di rumah sendiri,anxious,0.73
23281,habis beresin kamar dan lanjut kerja agak random sih di kantor sama keluarga,neutral,0.37
23282,lagi duduk sambil denger musik di kampus,neutral,0.39
23283,ngerasa sendirian akhir akhir ini tapi yaudahlah tadi pagi sama temen kantor,sad,0.7
23284,ngerasa sendirian akhir akhir ini padahal udah coba santai sama keluarga,sad,0.76
23285,rasanya pengen marah terus padahal udah coba santai waktu malam sendiri,angry,0.76
23286,rasanya pengen marah terus banget pas perjalanan sama dia,angry,0.82
23287,ngerasa sendirian akhir akhir ini dari tadi kepikiran bareng temen sama temen kantor,sad,0.63
23288,hari ini produktif dan mood bagus dari tadi kepikiran,happy,0.24
23289,cuaca hari ini lumayan panas dan kepikiran terus,neutral,0.22
23290,orang itu bikin emosi banget banget pas perjalanan sama keluarga,angry,0.86
23291,anxious banget sebelum meeting tadi agak random sih di kantor,anxious,0.81
23292,sekarang lagi nonton youtube waktu malam sama dia,neutral,0.23
23293,seneng banget hari ini ketemu temen lama agak random sih di rumah sendiri,happy,0.19
23294,emosi lihat komentar orang tadi banget di kantor sama temen kantor,angry,0.65
23295,besok ada jadwal meeting rutin sih tadi pagi,neutral,0.27
23296,hari ini biasa aja seperti biasanya dari tadi kepikiran di rumah,neutral,0.44
23297,bingung dan takut ambil keputusan banget asli pas perjalanan sendiri,anxious,0.91
23298,rasanya kosong aja hari ini sumpah tadi pagi sendiri,sad,0.72
23299,kesal banget hari ini banget waktu malam sama keluarga,angry,0.85
23300,rasanya kosong aja hari ini hari ini di rumah sama dia,sad,0.6
23301,kepikiran banyak hal sampai susah tidur padahal udah coba santai di kantor sama temen kantor,anxious,0.92
23302,senyum sendiri pas inget kejadian tadi dari tadi kepikiran di kampus sendiri,happy,0.23
23303,udah sabar tapi masih dibohongin banget asli tadi pagi,angry,0.66
23304,kecewa banget sama hasilnya padahal udah coba santai di kampus sendiri,sad,0.76
23305,baru selesai makan siang tadi banget di rumah sendiri,neutral,0.37
23306,udah sabar tapi masih dibohongin dan kepikiran terus di kampus,angry,0.78
23307,baru selesai makan siang tadi jujur aja sendiri,neutral,0.22
23308,akhir minggu ini seru banget serius di kampus sama keluarga,happy,0.12
23309,rasanya gugup terus hari ini sih tadi pagi sama keluarga,anxious,0.84
23310,rasanya gugup terus hari ini hari ini di rumah sendiri,anxious,0.75
23311,rasanya kosong aja hari ini sumpah di kampus sama keluarga,sad,0.81
23312,rasanya sedih banget akhir akhir ini banget asli tadi pagi,sad,0.64
23313,masih susah move on dari kejadian itu banget asli tadi pagi sama dia,sad,0.72
23314,deg degan nunggu hasil pengumuman padahal udah coba santai sama temen kantor,anxious,0.95
23315,udah sabar tapi masih dibohongin sih di rumah sama dia,angry,0.94
23316,cemas mikirin masa depan padahal udah coba santai pas perjalanan,anxious,0.76
23317,takut gagal di presentasi besok pas perjalanan,anxious,0.8
23318,kepikiran banyak hal sampai susah tidur padahal udah coba santai di kampus sama keluarga,anxious,0.76
23319,dapat kabar baik dari keluarga tadi pagi agak random sih di rumah sama dia,happy,0.25
23320,deg degan nunggu hasil pengumuman wkwk pas perjalanan sendiri,anxious,0.94
23321,kesel banget sama orang yang ga tepat waktu agak random sih bareng temen sama keluarga,angry,0.78
23322,rasanya kosong aja hari ini sumpah pas perjalanan,sad,0.78
23323,hari ini produktif dan mood bagus hari ini sendiri,happy,0.1
23324,capek ngadepin orang yang egois banget tadi pagi sendiri,angry,0.65
23325,emosi lihat komentar orang tadi wkwk tadi pagi sama keluarga,angry,0.85
23326,rasanya gugup terus hari ini serius di rumah sendiri,anxious,0.92
23327,baru selesai makan siang tadi sumpah di kantor sama keluarga,neutral,0.32
23328,habis beresin kamar dan lanjut kerja sendiri,neutral,0.41
23329,takut kalau hasilnya jelek serius di kantor,anxious,0.78
23330,akhirnya tugas selesai juga lega banget tapi yaudahlah di kantor sama dia,happy,0.05
23331,malam ini kepikiran terus jadi sedih banget asli tadi pagi,sad,0.56
23332,takut kalau hasilnya jelek sumpah di rumah sama dia,anxious,0.78
23333,lagi baca berita sambil santai sih tadi pagi,neutral,0.38
23334,akhir minggu ini seru banget banget asli tadi pagi sama dia,happy,0.3
23335,akhir minggu ini seru banget padahal udah coba santai pas perjalanan,happy,0.22
23336,sekarang lagi nonton youtube banget di kampus sendiri,neutral,0.43
23337,habis beresin kamar dan lanjut kerja dari tadi kepikiran di kantor sama keluarga,neutral,0.23
23338,akhir minggu ini seru banget banget asli di rumah,happy,0.19
23339,habis beresin kamar dan lanjut kerja sumpah tadi pagi,neutral,0.28
23340,geram banget sama pelayanan tadi dari tadi kepikiran bareng temen sama dia,angry,0.92
23341,marah banget karena kerjaan berantakan serius bareng temen,angry,0.8
23342,seneng banget hari ini ketemu temen lama tadi pagi sama dia,happy,0.12
23343,udah sabar tapi masih dibohongin jujur aja sendiri,angry,0.85
23344,bingung dan takut ambil keputusan banget waktu malam sama keluarga,anxious,0.85
23345,kehilangan semangat buat ngapa ngapain hari ini di kantor,sad,0.75
23346,khawatir sama kondisi sekarang serius di kampus,anxious,0.95
23347,hari ini produktif dan mood bagus agak random sih bareng temen sama dia,happy,0.14
23348,hari ini biasa aja seperti biasanya banget tadi pagi sendiri,neutral,0.44
23349,takut kalau hasilnya jelek bareng temen sendiri,anxious,0.94
23350,akhir minggu ini seru banget hari ini bareng temen sama keluarga,happy,0.29
23351,lagi duduk sambil denger musik sumpah waktu malam sama dia,neutral,0.32
23352,akhir minggu ini seru banget tapi yaudahlah waktu malam sendiri,happy,0.22
23353,capek sih tapi puas hasilnya bagus banget tadi pagi sama dia,happy,0.16
23354,sekarang lagi nonton youtube dan kepikiran terus di kantor,neutral,0.34
23355,kesal banget hari ini tapi yaudahlah pas perjalanan sama dia,angry,0.9
23356,anxious banget sebelum meeting tadi jujur aja bareng temen sama temen kantor,anxious,0.92
23357,cemas mikirin masa depan banget asli sama temen kantor,anxious,0.96
23358,hari ini biasa aja seperti biasanya wkwk tadi pagi sama temen kantor,neutral,0.22
23359,sekarang lagi nonton youtube agak random sih pas perjalanan sama temen kantor,neutral,0.32
23360,rasanya sedih banget akhir akhir ini sih pas perjalanan sama temen kantor,sad,0.73
23361,makan favorit hari ini bikin bahagia dari tadi kepikiran pas perjalanan sama keluarga,happy,0.29
23362,capek sama keadaan sekarang jujur aja bareng temen sama temen kantor,sad,0.58
23363,seneng banget hari ini ketemu temen lama sumpah bareng temen sama temen kantor,happy,0.25
23364,besok ada jadwal meeting rutin dari tadi kepikiran pas perjalanan sama dia,neutral,0.36
23365,sekarang lagi nonton youtube dan kepikiran terus tadi pagi,neutral,0.29
23366,besok ada jadwal meeting rutin tapi yaudahlah di kampus,neutral,0.31
23367,bingung dan takut ambil keputusan jujur aja waktu malam sama temen kantor,anxious,0.93
23368,hari ini produktif dan mood bagus hari ini bareng temen sendiri,happy,0.1
23369,kesel banget sama orang yang ga tepat waktu wkwk di kantor,angry,0.66
23370,orang itu bikin emosi banget dari tadi kepikiran pas perjalanan sama keluarga,angry,0.87
23371,bingung dan takut ambil keputusan tapi yaudahlah,anxious,0.89
23372,cemas mikirin masa depan di kantor sama keluarga,anxious,0.76
23373,malam ini kepikiran terus jadi sedih serius sama dia,sad,0.71
23374,habis beresin kamar dan lanjut kerja wkwk sama temen kantor,neutral,0.25
23375,malam ini kepikiran terus jadi sedih serius waktu malam sama keluarga,sad,0.62
23376,senyum sendiri pas inget kejadian tadi sih di kampus sama dia,happy,0.23
23377,tadi pagi pergi sebentar ke minimarket jujur aja bareng temen sama keluarga,neutral,0.43
23378,seneng banget hari ini ketemu temen lama serius tadi pagi sama keluarga,happy,0.12
23379,capek ngadepin orang yang egois dan kepikiran terus sama dia,angry,0.66
23380,takut kalau hasilnya jelek sumpah di rumah,anxious,0.8
23381,geram banget sama pelayanan tadi padahal udah coba santai di kampus sendiri,angry,0.9
23382,udah sabar tapi masih dibohongin agak random sih waktu malam sama keluarga,angry,0.67
23383,rasanya sedih banget akhir akhir ini serius waktu malam sama keluarga,sad,0.8
23384,akhirnya tugas selesai juga lega banget banget bareng temen sama dia,happy,0.2
23385,rasanya kosong aja hari ini banget waktu malam sama keluarga,sad,0.63
23386,hari ini berat banget dijalanin hari ini pas perjalanan,sad,0.56
23387,makan favorit hari ini bikin bahagia banget sendiri,happy,0.05
23388,khawatir sama kondisi sekarang hari ini di kampus sama keluarga,anxious,0.95
23389,besok ada jadwal meeting rutin banget asli sama temen kantor,neutral,0.41
23390,rasanya pengen marah terus padahal udah coba santai,angry,0.68
23391,kesel banget sama orang yang ga tepat waktu hari ini pas perjalanan sendiri,angry,0.68
23392,makan favorit hari ini bikin bahagia banget asli waktu malam sama dia,happy,0.21
23393,anxious banget sebelum meeting tadi tapi yaudahlah bareng temen sama keluarga,anxious,0.75
23394,kehilangan semangat buat ngapa ngapain serius bareng temen sama temen kantor,sad,0.81
23395,capek sih tapi puas hasilnya bagus dan kepikiran terus di kantor sama dia,happy,0.18
23396,kenapa sih harus bikin masalah terus serius waktu malam sama keluarga,angry,0.86
23397,rasanya kosong aja hari ini sih di kampus sendiri,sad,0.84
23398,kenapa sih harus bikin masalah terus di kampus sama dia,angry,0.93
23399,kesal banget hari ini dari tadi kepikiran bareng temen,angry,0.87
23400,akhirnya lolos interview kerja di kantor,happy,0.23
23401,kenapa sih harus bikin masalah terus sumpah tadi pagi sama dia,angry,0.75
23402,masih susah move on dari kejadian itu sih waktu malam sendiri,sad,0.61
23403,akhirnya lolos interview kerja sih di kampus sama keluarga,happy,0.27
23404,capek sih tapi puas hasilnya bagus dari tadi kepikiran di kampus sama keluarga,happy,0.12
23405,rasanya sedih banget akhir akhir ini di kantor,sad,0.79
23406,capek ngadepin orang yang egois tapi yaudahlah bareng temen sama keluarga,angry,0.78
23407,kecewa banget sama hasilnya padahal udah coba santai sendiri,sad,0.83
23408,bingung dan takut ambil keputusan tapi yaudahlah bareng temen sama temen kantor,anxious,0.94
23409,marah banget karena kerjaan berantakan banget asli tadi pagi sama dia,angry,0.9
23410,akhirnya tugas selesai juga lega banget agak random sih di kantor,happy,0.26
23411,besok ada jadwal meeting rutin banget tadi pagi,neutral,0.26
23412,hari ini biasa aja seperti biasanya agak random sih di rumah sendiri,neutral,0.27
23413,rasanya pengen marah terus padahal udah coba santai di rumah,angry,0.7
23414,makan favorit hari ini bikin bahagia wkwk bareng temen sendiri,happy,0.29
23415,rasanya gugup terus hari ini padahal udah coba santai di kampus sama dia,anxious,0.78
23416,lagi duduk sambil denger musik agak random sih bareng temen sama keluarga,neutral,0.21
23417,akhirnya tugas selesai juga lega banget agak random sih di kampus sama dia,happy,0.21
23418,kehilangan semangat buat ngapa ngapain banget pas perjalanan sama keluarga,sad,0.73
23419,bingung dan takut ambil keputusan padahal udah coba santai sama dia,anxious,0.73
23420,kecewa banget sama hasilnya sumpah pas perjalanan sama temen kantor,sad,0.57
23421,kesel banget sama orang yang ga tepat waktu tapi yaudahlah di kantor sama keluarga,angry,0.67
23422,seneng banget hari ini ketemu temen lama hari ini di kampus sama temen kantor,happy,0.06
23423,hari ini ga ada hal spesial hari ini di kampus sama dia,neutral,0.23
23424,kepikiran banyak hal sampai susah tidur serius pas perjalanan sama dia,anxious,0.71
23425,orang itu bikin emosi banget tapi yaudahlah waktu malam,angry,0.73
23426,geram banget sama pelayanan tadi hari ini pas perjalanan sama dia,angry,0.86
23427,lagi duduk sambil denger musik agak random sih di kampus sama temen kantor,neutral,0.21
23428,cemas mikirin masa depan serius tadi pagi sama dia,anxious,0.79
23429,hari ini produktif dan mood bagus sih tadi pagi sama dia,happy,0.21
23430,tadi pagi pergi sebentar ke minimarket serius tadi pagi,neutral,0.41
23431,takut gagal di presentasi besok dan kepikiran terus sama keluarga,anxious,0.94
23432,seneng banget hari ini ketemu temen lama di kampus sama keluarga,happy,0.09
23433,lagi duduk sambil denger musik wkwk di kampus sama dia,neutral,0.34
23434,akhir akhir ini overthinking terus dan kepikiran terus di kampus,anxious,0.84
23435,lagi duduk sambil denger musik tapi yaudahlah tadi pagi sama keluarga,neutral,0.21
23436,hari ini biasa aja seperti biasanya tapi yaudahlah pas perjalanan sama keluarga,neutral,0.22
23437,ngerasa sendirian akhir akhir ini tapi yaudahlah waktu malam sama temen kantor,sad,0.75
23438,capek sih tapi puas hasilnya bagus tapi yaudahlah sama temen kantor,happy,0.15
23439,rasanya gugup terus hari ini agak random sih sama temen kantor,anxious,0.83
23440,kepikiran banyak hal sampai susah tidur tapi yaudahlah waktu malam sama dia,anxious,0.93
23441,senyum sendiri pas inget kejadian tadi sih di kantor,happy,0.08
23442,malam ini kepikiran terus jadi sedih padahal udah coba santai di kantor sama dia,sad,0.66
23443,kesel banget sama orang yang ga tepat waktu banget asli bareng temen sama temen kantor,angry,0.84
23444,hari ini ga ada hal spesial dan kepikiran terus tadi pagi sama keluarga,neutral,0.43
23445,hari ini produktif dan mood bagus banget asli di kantor sama dia,happy,0.15
23446,geram banget sama pelayanan tadi sumpah bareng temen sama temen kantor,angry,0.78
23447,besok ada jadwal meeting rutin padahal udah coba santai sama dia,neutral,0.24
23448,takut gagal di presentasi besok wkwk pas perjalanan sendiri,anxious,0.95
23449,hari ini berat banget dijalanin sih di kantor sama keluarga,sad,0.85
23450,kesal banget hari ini jujur aja di kantor sama dia,angry,0.93
23451,tadi pagi pergi sebentar ke minimarket banget asli di kantor sendiri,neutral,0.24
23452,tadi pagi pergi sebentar ke minimarket banget asli waktu malam sama temen kantor,neutral,0.35
23453,emosi lihat komentar orang tadi dan kepikiran terus tadi pagi sama temen kantor,angry,0.74
23454,cuaca hari ini lumayan panas dan kepikiran terus pas perjalanan sama keluarga,neutral,0.24
23455,sekarang lagi nonton youtube banget asli di kantor sendiri,neutral,0.3
23456,kehilangan semangat buat ngapa ngapain tadi pagi sendiri,sad,0.79
23457,kesal banget hari ini banget waktu malam sama keluarga,angry,0.71
23458,khawatir sama kondisi sekarang agak random sih sendiri,anxious,0.72
23459,kenapa sih harus bikin masalah terus wkwk di rumah sama temen kantor,angry,0.89
23460,bingung dan takut ambil keputusan wkwk waktu malam sendiri,anxious,0.96
23461,baru selesai makan siang tadi hari ini pas perjalanan sama dia,neutral,0.4
23462,ngerasa sendirian akhir akhir ini tapi yaudahlah tadi pagi sama dia,sad,0.61
23463,lagi duduk sambil denger musik padahal udah coba santai sama keluarga,neutral,0.33
23464,akhir minggu ini seru banget hari ini bareng temen,happy,0.29
23465,kesel banget sama orang yang ga tepat waktu wkwk di kampus sendiri,angry,0.94
23466,takut kalau hasilnya jelek dan kepikiran terus waktu malam sama keluarga,anxious,0.83
23467,orang itu bikin emosi banget pas perjalanan sama keluarga,angry,0.74
23468,dapat kabar baik dari keluarga tadi pagi banget di kampus sama temen kantor,happy,0.22
23469,tadi pagi pergi sebentar ke minimarket banget waktu malam sama keluarga,neutral,0.36
23470,capek sama keadaan sekarang sih waktu malam,sad,0.7
23471,malam ini kepikiran terus jadi sedih di kantor sendiri,sad,0.68
23472,makan favorit hari ini bikin bahagia agak random sih di kantor sama dia,happy,0.29
23473,khawatir sama kondisi sekarang tapi yaudahlah waktu malam sama dia,anxious,0.83
23474,kenapa sih harus bikin masalah terus padahal udah coba santai waktu malam,angry,0.86
23475,masih susah move on dari kejadian itu jujur aja di rumah sama temen kantor,sad,0.83
23476,capek sih tapi puas hasilnya bagus dan kepikiran terus tadi pagi sama temen kantor,happy,0.14
23477,rasanya kosong aja hari ini padahal udah coba santai di kantor sama keluarga,sad,0.71
23478,akhir minggu ini seru banget serius pas perjalanan,happy,0.22
23479,capek sama keadaan sekarang banget asli bareng temen sama dia,sad,0.59
23480,capek sama keadaan sekarang jujur aja di kampus sama keluarga,sad,0.56
23481,sekarang lagi nonton youtube agak random sih di kantor sama temen kantor,neutral,0.34
23482,takut gagal di presentasi besok padahal udah coba santai di kampus sama dia,anxious,0.77
23483,deg degan nunggu hasil pengumuman dan kepikiran terus bareng temen,anxious,0.7
23484,geram banget sama pelayanan tadi dari tadi kepikiran bareng temen sendiri,angry,0.82
23485,kehilangan semangat buat ngapa ngapain banget di rumah sama dia,sad,0.57
23486,kesal banget hari ini pas perjalanan sama temen kantor,angry,0.84
23487,makan favorit hari ini bikin bahagia jujur aja tadi pagi sama temen kantor,happy,0.13
23488,cuaca hari ini lumayan panas agak random sih di rumah sendiri,neutral,0.33
23489,capek sih tapi puas hasilnya bagus sih pas perjalanan sama temen kantor,happy,0.24
23490,aku cuma pengen istirahat sebentar wkwk tadi pagi sama dia,sad,0.85
23491,kesel banget sama orang yang ga tepat waktu jujur aja di rumah sama keluarga,angry,0.72
23492,senyum sendiri pas inget kejadian tadi padahal udah coba santai waktu malam,happy,0.27
23493,kesel banget sama orang yang ga tepat waktu dan kepikiran terus di kantor sama dia,angry,0.69
23494,masih susah move on dari kejadian itu tapi yaudahlah di rumah sama temen kantor,sad,0.59
23495,kesal banget hari ini hari ini tadi pagi sama temen kantor,angry,0.88
23496,lagi duduk sambil denger musik dan kepikiran terus tadi pagi sama dia,neutral,0.39
23497,kehilangan semangat buat ngapa ngapain padahal udah coba santai di kantor,sad,0.8
23498,marah banget karena kerjaan berantakan agak random sih bareng temen sama keluarga,angry,0.83
23499,anxious banget sebelum meeting tadi di kantor sendiri,anxious,0.72
23500,rasanya pengen marah terus dan kepikiran terus bareng temen sama keluarga,angry,0.91
23501,baru selesai makan siang tadi dari tadi kepikiran pas perjalanan sendiri,neutral,0.28
23502,hari ini ga ada hal spesial agak random sih pas perjalanan sendiri,neutral,0.35
23503,masih susah move on dari kejadian itu agak random sih bareng temen,sad,0.71
23504,hari ini berat banget dijalanin banget asli di rumah sama dia,sad,0.81
23505,kecewa banget sama hasilnya sih waktu malam sama temen kantor,sad,0.55
23506,tadi pagi pergi sebentar ke minimarket padahal udah coba santai tadi pagi,neutral,0.28
23507,khawatir sama kondisi sekarang waktu malam sama temen kantor,anxious,0.79
23508,cemas mikirin masa depan di kantor sama dia,anxious,0.85
23509,capek sama keadaan sekarang serius di kampus sama dia,sad,0.73
23510,kehilangan semangat buat ngapa ngapain jujur aja di kampus sama temen kantor,sad,0.77
23511,senyum sendiri pas inget kejadian tadi agak random sih di rumah sama dia,happy,0.29
23512,senyum sendiri pas inget kejadian tadi di rumah sama dia,happy,0.07
23513,kecewa banget sama hasilnya agak random sih di kantor sendiri,sad,0.73
23514,hari ini berat banget dijalanin jujur aja di kampus sama keluarga,sad,0.61
23515,hari ini ga ada hal spesial dan kepikiran terus di kantor,neutral,0.22
23516,deg degan nunggu hasil pengumuman dan kepikiran terus di rumah,anxious,0.76
23517,geram banget sama pelayanan tadi tapi yaudahlah waktu malam,angry,0.65
23518,rasanya pengen marah terus serius di kantor sama temen kantor,angry,0.72
23519,malam ini kepikiran terus jadi sedih di kantor sama dia,sad,0.61
23520,cemas mikirin masa depan di rumah sama keluarga,anxious,0.89
23521,rasanya pengen marah terus sumpah di kantor,angry,0.67
23522,lagi duduk sambil denger musik dan kepikiran terus di rumah sama temen kantor,neutral,0.32
23523,kesel banget sama orang yang ga tepat waktu sumpah di kampus,angry,0.94
23524,kesel banget sama orang yang ga tepat waktu tapi yaudahlah waktu malam,angry,0.74
23525,takut gagal di presentasi besok agak random sih waktu malam sama keluarga,anxious,0.83
23526,kesel banget sama orang yang ga tepat waktu padahal udah coba santai pas perjalanan sendiri,angry,0.79
23527,dapat kabar baik dari keluarga tadi pagi banget asli pas perjalanan sama keluarga,happy,0.06
23528,emosi lihat komentar orang tadi dan kepikiran terus di kantor,angry,0.73
23529,takut gagal di presentasi besok banget sama keluarga,anxious,0.7
23530,akhirnya lolos interview kerja agak random sih di kampus sendiri,happy,0.22
23531,rasanya sedih banget akhir akhir ini sumpah waktu malam sendiri,sad,0.83
23532,akhirnya lolos interview kerja wkwk di kantor sendiri,happy,0.18
23533,lagi baca berita sambil santai padahal udah coba santai sama keluarga,neutral,0.24
23534,rasanya pengen marah terus jujur aja pas perjalanan sama keluarga,angry,0.94
23535,tadi pagi pergi sebentar ke minimarket sih sama keluarga,neutral,0.26
23536,sekarang lagi nonton youtube banget asli di kampus sendiri,neutral,0.23
23537,khawatir sama kondisi sekarang jujur aja sama keluarga,anxious,0.81
23538,khawatir sama kondisi sekarang padahal udah coba santai pas perjalanan sama dia,anxious,0.71
23539,rasanya sedih banget akhir akhir ini serius bareng temen sama temen kantor,sad,0.6
23540,malam ini kepikiran terus jadi sedih banget tadi pagi sama temen kantor,sad,0.59
23541,kesal banget hari ini banget asli di kampus sama keluarga,angry,0.79
23542,geram banget sama pelayanan tadi wkwk di kampus sama temen kantor,angry,0.84
23543,aku cuma pengen istirahat sebentar sumpah tadi pagi sendiri,sad,0.76
23544,masih susah move on dari kejadian itu jujur aja pas perjalanan sama temen kantor,sad,0.56
23545,lagi duduk sambil denger musik serius waktu malam sendiri,neutral,0.33
23546,seneng banget hari ini ketemu temen lama dari tadi kepikiran bareng temen sama temen kantor,happy,0.16
23547,deg degan nunggu hasil pengumuman dari tadi kepikiran bareng temen sama dia,anxious,0.93
23548,rasanya kosong aja hari ini sendiri,sad,0.64
23549,hari ini berat banget dijalanin jujur aja waktu malam sama temen kantor,sad,0.79
23550,masih susah move on dari kejadian itu serius di kantor sama keluarga,sad,0.83
23551,senyum sendiri pas inget kejadian tadi banget asli di rumah sama keluarga,happy,0.17
23552,kehilangan semangat buat ngapa ngapain banget di kantor sama keluarga,sad,0.83
23553,dapat kabar baik dari keluarga tadi pagi dan kepikiran terus di rumah sama keluarga,happy,0.16
23554,aku cuma pengen istirahat sebentar jujur aja bareng temen sendiri,sad,0.74
23555,hari ini biasa aja seperti biasanya wkwk bareng temen sama temen kantor,neutral,0.36
23556,besok ada jadwal meeting rutin banget di kampus sama temen kantor,neutral,0.35
23557,bingung dan takut ambil keputusan banget asli tadi pagi sendiri,anxious,0.84
23558,udah sabar tapi masih dibohongin sih pas perjalanan sama temen kantor,angry,0.73
23559,kecewa banget sama hasilnya tapi yaudahlah pas perjalanan sama dia,sad,0.66
23560,kesal banget hari ini banget asli di kampus sama dia,angry,0.67
23561,kecewa banget sama hasilnya padahal udah coba santai sama dia,sad,0.77
23562,marah banget karena kerjaan berantakan dari tadi kepikiran sama temen kantor,angry,0.66
23563,rasanya pengen marah terus jujur aja bareng temen sama dia,angry,0.78
23564,makan favorit hari ini bikin bahagia tapi yaudahlah di kantor sama dia,happy,0.06
23565,rasanya gugup terus hari ini di rumah sama keluarga,anxious,0.7
23566,lagi baca berita sambil santai serius di rumah sendiri,neutral,0.33
23567,kecewa banget sama hasilnya hari ini pas perjalanan sama keluarga,sad,0.73
23568,kehilangan semangat buat ngapa ngapain sih tadi pagi sama dia,sad,0.58
23569,udah sabar tapi masih dibohongin banget asli di kantor sendiri,angry,0.74
23570,tadi pagi pergi sebentar ke minimarket jujur aja waktu malam,neutral,0.27
23571,sekarang lagi nonton youtube sumpah pas perjalanan sama dia,neutral,0.23
23572,takut gagal di presentasi besok hari ini bareng temen,anxious,0.89
23573,habis beresin kamar dan lanjut kerja agak random sih waktu malam sama keluarga,neutral,0.27
23574,lagi duduk sambil denger musik padahal udah coba santai tadi pagi sama dia,neutral,0.22
23575,rasanya gugup terus hari ini hari ini tadi pagi,anxious,0.89
23576,cuaca hari ini lumayan panas tapi yaudahlah di rumah,neutral,0.43
23577,kesel banget sama orang yang ga tepat waktu sih pas perjalanan sama dia,angry,0.79
23578,hari ini produktif dan mood bagus sumpah di rumah sama temen kantor,happy,0.25
23579,kecewa banget sama hasilnya wkwk di kantor sama temen kantor,sad,0.56
23580,hari ini berat banget dijalanin jujur aja pas perjalanan sama keluarga,sad,0.73
23581,anxious banget sebelum meeting tadi banget bareng temen sama keluarga,anxious,0.89
23582,kepikiran banyak hal sampai susah tidur tapi yaudahlah sama temen kantor,anxious,0.91
23583,hari ini berat banget dijalanin dan kepikiran terus pas perjalanan sama dia,sad,0.68
23584,habis beresin kamar dan lanjut kerja jujur aja di rumah sama dia,neutral,0.3
23585,akhir akhir ini overthinking terus wkwk di kantor sama temen kantor,anxious,0.89
23586,makan favorit hari ini bikin bahagia wkwk di kantor sama keluarga,happy,0.2
23587,anxious banget sebelum meeting tadi sumpah di kampus,anxious,0.76
23588,aku cuma pengen istirahat sebentar jujur aja waktu malam sama keluarga,sad,0.81
23589,hari ini ga ada hal spesial padahal udah coba santai tadi pagi,neutral,0.27
23590,lagi baca berita sambil santai banget waktu malam sama temen kantor,neutral,0.45
23591,habis beresin kamar dan lanjut kerja sumpah pas perjalanan sama keluarga,neutral,0.38
23592,rasanya kosong aja hari ini banget asli di kampus sama temen kantor,sad,0.57
23593,kesal banget hari ini hari ini tadi pagi sama dia,angry,0.84
23594,kepikiran banyak hal sampai susah tidur banget waktu malam sendiri,anxious,0.82
